,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_filter__n,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.3321363925933838,0.040572756819759116,0.008022403717041016,0.00014637787058959192,0.01,"(50, 50)",2,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 2}",0.8771929824561403,0.9298245614035088,0.9473684210526315,0.9473684210526315,0.9469026548672567,0.9297314081664337,0.027119273640707767,59
1,0.30760936737060546,0.057406290044180394,0.008073663711547852,0.000264582050933751,0.01,"(50, 50)",5,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 5}",0.868421052631579,0.956140350877193,0.956140350877193,0.9210526315789473,0.9469026548672567,0.9297314081664337,0.03323852307888136,59
2,0.273821496963501,0.03570515692782507,0.006899118423461914,0.0011768020431534173,0.01,"(50, 50)",10,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 10}",0.9035087719298246,0.9298245614035088,0.9473684210526315,0.8859649122807017,0.9646017699115044,0.9262536873156343,0.028529546547530208,63
3,0.2820900440216064,0.033816608243008285,0.009836912155151367,0.003823865319195075,0.01,"(50, 50)",15,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 15}",0.956140350877193,0.9473684210526315,0.9736842105263158,0.9736842105263158,0.9557522123893806,0.9613258810743673,0.010566199032575123,1
4,0.3341790199279785,0.04253363948263143,0.009411144256591796,0.004240290274441649,0.01,"(50, 50)",20,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 20}",0.9473684210526315,0.9298245614035088,0.956140350877193,0.956140350877193,0.9734513274336283,0.952585002328831,0.014184039772265516,3
5,0.31691536903381345,0.0770936056566257,0.007688045501708984,0.0013088644517045029,0.01,"(50, 50)",25,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 25}",0.8157894736842105,0.8771929824561403,0.9473684210526315,0.9736842105263158,0.9380530973451328,0.9104176370128861,0.056903612184870805,75
6,0.28168272972106934,0.012097094822961332,0.006875324249267578,0.0012860199800963166,0.01,"(50, 50)",30,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 30}",0.9122807017543859,0.9473684210526315,0.9649122807017544,0.9210526315789473,0.9646017699115044,0.9420431609998448,0.02184789313552428,21
7,0.3168923377990723,0.05371299778528528,0.007909440994262695,8.665544240345514e-05,0.01,"(50, 50)",35,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 35}",0.9122807017543859,0.9473684210526315,0.9649122807017544,0.9210526315789473,0.9646017699115044,0.9420431609998448,0.02184789313552428,21
8,0.3094336032867432,0.042295062210213716,0.00809793472290039,0.0015625198850656265,0.01,"(50, 50)",40,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 40}",0.9122807017543859,0.9473684210526315,0.9649122807017544,0.9210526315789473,0.9646017699115044,0.9420431609998448,0.02184789313552428,21
9,0.29533610343933103,0.036415728415978454,0.007948493957519532,0.00031389214777088583,0.01,"(50, 50)",45,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 45}",0.9122807017543859,0.9473684210526315,0.9649122807017544,0.9210526315789473,0.9646017699115044,0.9420431609998448,0.02184789313552428,21
10,0.31862735748291016,0.05538119786598327,0.008186817169189453,0.0015851263203118008,0.01,"(50, 50)",50,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 50}",0.9122807017543859,0.9473684210526315,0.9649122807017544,0.9210526315789473,0.9646017699115044,0.9420431609998448,0.02184789313552428,21
11,0.31655244827270507,0.014221363925635664,0.007986736297607423,0.001277924806323819,0.01,"(50, 50)",55,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 55}",0.9122807017543859,0.9473684210526315,0.9649122807017544,0.9210526315789473,0.9646017699115044,0.9420431609998448,0.02184789313552428,21
12,0.2916093349456787,0.021464069517148677,0.007863807678222656,0.00039065413184799654,0.01,"(50, 50)",60,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 60}",0.9122807017543859,0.9473684210526315,0.9649122807017544,0.9210526315789473,0.9646017699115044,0.9420431609998448,0.02184789313552428,21
13,0.255522632598877,0.020717381305048122,0.00785670280456543,0.00015266353996899515,0.01,"(50,)",2,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'filter__n': 2}",0.8596491228070176,0.9035087719298246,0.9122807017543859,0.9122807017543859,0.911504424778761,0.8998447446048751,0.020368442798410605,77
14,0.2908451557159424,0.02377561272097753,0.00917811393737793,0.003605081706341389,0.01,"(50,)",5,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'filter__n': 5}",0.9210526315789473,0.956140350877193,0.8859649122807017,0.9210526315789473,0.9203539823008849,0.9209129017233348,0.02219318174465277,71
15,0.26143803596496584,0.011463100133058554,0.007527685165405274,0.0011418267816700038,0.01,"(50,)",10,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'filter__n': 10}",0.8947368421052632,0.9122807017543859,0.956140350877193,0.9385964912280702,0.9557522123893806,0.9315013196708586,0.02435811191213492,57
